SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description
120-03,EL,EBP-FT8001B-HE-2,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-03,EL,EBP-FT8001B-HE-2,Power Cable B,A,S.S tags shall be install.
120-03,EL,EBP-FT8001B-HE-2,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-03,EL,EBP-FT8001B-HE-3,Power Cable B,A,S.S tags shall be install.
120-03,EL,EBP-FT8001B-HE-3,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-03,EL,EBP-FT8001B-HE-3,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-03,EL,EBP-FT8001B-HE-3,Power Cable B,C,ASBUILT مدارک انجام شود
120-03,EL,EBP-FT8001B-HE-3,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-03,EL,EBP-FT8001B-MF-1,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-03,EL,EBP-FT8001B-MF-1,Power Cable B,C,ASBUILT مدارک انجام شود
120-03,EL,EBP-FT8001B-MF-1,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-03,EL,EBP-FT8001B-MF-1,Power Cable B,A,S.S tags shall be install.
120-03,EL,EBP-FT8001B-MF-1,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-02,EL,EBP-FT8001B-MP-1A,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-02,EL,EBP-FT8001B-MP-1A,Power Cable B,A,S.S tags shall be install.
120-02,EL,EBP-FT8001B-MP-1A,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-02,EL,EBP-FT8001B-MP-1A,Power Cable B,C,ASBUILT مدارک انجام شود
120-02,EL,EBP-FT8001B-MP-1A,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-07,EL,EBP-FT8001B-MP-1B,Power Cable B,C,ASBUILT مدارک انجام شود
120-07,EL,EBP-FT8001B-MP-1B,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-07,EL,EBP-FT8001B-MP-1B,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-07,EL,EBP-FT8001B-MP-1B,Power Cable B,A,S.S tags shall be install.
120-07,EL,EBP-FT8001B-MP-1B,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-02,EL,EBP-H-3012,Power Cable B,C,AFC DoCUMENT انجام شود
120-02,EL,EBP-H-3012,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-02,EL,EBP-H-3012,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-02,EL,EBP-H-3012,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-02,EL,EBP-H-3013,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-02,EL,EBP-H-3013,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-02,EL,EBP-H-3013,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-02,EL,EBP-H-3013,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-03,EL,EBP-LAB-DP-01,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-03,EL,EBP-LAB-DP-01,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-03,EL,EBP-LAB-DP-01,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-03,EL,EBP-LAB-DP-01,Power Cable B,C,ASBUILT مدارک انجام شود
120-07,EL,EBP-LAB-FACP-01,Power Cable B,B,ارنج کابل ها انجام شود
120-07,EL,EBP-LAB-FACP-01,Power Cable B,C,ASBUILT مدارک انجام شود
120-07,EL,EBP-LAB-FACP-01,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-07,EL,EBP-LAB-FACP-01,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-07,EL,EBP-LAB-FACP-01,Power Cable B,A,S.S tags shall be install.
120-03,EL,EBP-LAB-HDP-01_1,Power Cable B,A,S.S tags shall be install.
120-03,EL,EBP-LAB-HDP-01_1,Power Cable B,B,ارنج کابل ها انجام شود
120-03,EL,EBP-LAB-HDP-01_2,Power Cable B,A,S.S tags shall be install.
120-03,EL,EBP-LAB-HDP-01_2,Power Cable B,B,ارنج کابل ها انجام شود
LS-01,EL,EBP-LAB-LP-01,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
LS-01,EL,EBP-LAB-LP-01,Power Cable B,A,Tag فلزی کابل ها نصب شود
LS-01,EL,EBP-LAB-LP-01,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
LS-01,EL,EBP-LAB-LP-01,Power Cable B,C,ASBUILT مدارک انجام شود
120-05,EL,EBP-MAE-2026-01,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-05,EL,EBP-MAE-2026-01,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-05,EL,EBP-MAE-2026-01,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-05,EL,EBP-MAE-2026-01,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-05,EL,EBP-MAE-2026-01,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-05,EL,EBP-MAE-2026-01,Power Cable B,B,ارنج کابل ها انجام شود
120-05,EL,EBP-MAE-2026-01,Power Cable B,A,S.S tags shall be install.
120-05,EL,EBP-MAE-2026-01,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-05,EL,EBP-MAE-2026-01,Power Cable B,C,ASBUILT مدارک انجام شود
120-05,EL,EBP-MAE-2026-02,Power Cable B,C,ASBUILT مدارک انجام شود
120-05,EL,EBP-MAE-2026-02,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-05,EL,EBP-MAE-2026-02,Power Cable B,A,S.S tags shall be install.
120-05,EL,EBP-MAE-2026-02,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-05,EL,EBP-MAE-2026-02,Power Cable B,B,ارنج کابل ها انجام شود
120-05,EL,EBP-MAE-2026-02,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-05,EL,EBP-MAE-2026-02,Power Cable B,C,AFC DoCUMENT انجام شود
120-05,EL,EBP-MAE-2026-02,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-05,EL,EBP-MAE-2026-02,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-05,EL,EBP-MAE-2026-02,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-05,EL,EBP-MAE-2026-03,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-05,EL,EBP-MAE-2026-03,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-05,EL,EBP-MAE-2026-03,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-05,EL,EBP-MAE-2026-03,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-05,EL,EBP-MAE-2026-03,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-05,EL,EBP-MAE-2026-03,Power Cable B,B,ارنج کابل ها انجام شود
120-05,EL,EBP-MAE-2026-03,Power Cable B,A,S.S tags shall be install.
120-05,EL,EBP-MAE-2026-03,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-05,EL,EBP-MAE-2026-03,Power Cable B,C,ASBUILT مدارک انجام شود
120-05,EL,EBP-MAE-2026-04,Power Cable B,C,ASBUILT مدارک انجام شود
120-05,EL,EBP-MAE-2026-04,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-05,EL,EBP-MAE-2026-04,Power Cable B,A,S.S tags shall be install.
120-05,EL,EBP-MAE-2026-04,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-05,EL,EBP-MAE-2026-04,Power Cable B,B,ارنج کابل ها انجام شود
120-05,EL,EBP-MAE-2026-04,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-05,EL,EBP-MAE-2026-04,Power Cable B,C,AFC DoCUMENT انجام شود
120-05,EL,EBP-MAE-2026-04,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-05,EL,EBP-MAE-2026-04,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-05,EL,EBP-MAE-2026-04,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-05,EL,EBP-MAE-2026-05,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-05,EL,EBP-MAE-2026-05,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-05,EL,EBP-MAE-2026-05,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-05,EL,EBP-MAE-2026-05,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-05,EL,EBP-MAE-2026-05,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-05,EL,EBP-MAE-2026-05,Power Cable B,B,ارنج کابل ها انجام شود
120-05,EL,EBP-MAE-2026-05,Power Cable B,A,S.S tags shall be install.
120-05,EL,EBP-MAE-2026-05,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-05,EL,EBP-MAE-2026-05,Power Cable B,C,ASBUILT مدارک انجام شود
120-05,EL,EBP-MAE-2026-06,Power Cable B,C,ASBUILT مدارک انجام شود
120-05,EL,EBP-MAE-2026-06,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-05,EL,EBP-MAE-2026-06,Power Cable B,A,S.S tags shall be install.
120-05,EL,EBP-MAE-2026-06,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-05,EL,EBP-MAE-2026-06,Power Cable B,B,ارنج کابل ها انجام شود
120-05,EL,EBP-MAE-2026-06,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-05,EL,EBP-MAE-2026-06,Power Cable B,C,AFC DoCUMENT انجام شود
120-05,EL,EBP-MAE-2026-06,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-05,EL,EBP-MAE-2026-06,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-05,EL,EBP-MAE-2026-06,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-05,EL,EBP-MAE-2026-07,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-05,EL,EBP-MAE-2026-07,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-05,EL,EBP-MAE-2026-07,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-05,EL,EBP-MAE-2026-07,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-05,EL,EBP-MAE-2026-07,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-05,EL,EBP-MAE-2026-07,Power Cable B,B,ارنج کابل ها انجام شود
120-05,EL,EBP-MAE-2026-07,Power Cable B,A,S.S tags shall be install.
120-05,EL,EBP-MAE-2026-07,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-05,EL,EBP-MAE-2026-07,Power Cable B,C,ASBUILT مدارک انجام شود
120-05,EL,EBP-MAE-2026-08,Power Cable B,C,ASBUILT مدارک انجام شود
120-05,EL,EBP-MAE-2026-08,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-05,EL,EBP-MAE-2026-08,Power Cable B,A,S.S tags shall be install.
120-05,EL,EBP-MAE-2026-08,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-05,EL,EBP-MAE-2026-08,Power Cable B,B,ارنج کابل ها انجام شود
120-05,EL,EBP-MAE-2026-08,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-05,EL,EBP-MAE-2026-08,Power Cable B,C,AFC DoCUMENT انجام شود
120-05,EL,EBP-MAE-2026-08,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-05,EL,EBP-MAE-2026-08,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-05,EL,EBP-MAE-2026-08,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-2026-09,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-2026-09,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-2026-09,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-2026-09,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-2026-09,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-2026-09,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-2026-09,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-2026-09,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-06,EL,EBP-MAE-2026-09,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-2026-10,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-2026-10,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-06,EL,EBP-MAE-2026-10,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-2026-10,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-2026-10,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-2026-10,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-2026-10,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-2026-10,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-2026-10,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-2026-10,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-2026-11,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-2026-11,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-2026-11,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-2026-11,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-2026-11,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-2026-11,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-2026-11,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-2026-11,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-06,EL,EBP-MAE-2026-11,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-2026-12,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-2026-12,Power Cable B,C,سندبگ گذاری مسیر انجام شود
120-06,EL,EBP-MAE-2026-12,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-2026-12,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-2026-12,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-2026-12,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-2026-12,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-2026-12,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-2026-12,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-2026-12,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_1-01,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_1-01,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_1-01,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_1-01,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_1-01,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_1-01,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_1-01,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_1-02,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_1-02,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_1-02,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_1-02,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-3002_1-02,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_1-02,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_1-02,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_1-02,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_1-03,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_1-03,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_1-03,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_1-03,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_1-03,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_1-03,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_1-03,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_1-04,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_1-04,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_1-04,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_1-04,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-3002_1-04,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_1-04,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_1-04,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_1-04,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_1-05,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_1-05,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_1-05,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_1-05,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_1-05,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_1-05,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_1-05,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_1-06,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_1-06,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_1-06,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_1-06,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-3002_1-06,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_1-06,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_1-06,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_1-06,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_1-07,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_1-07,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_1-07,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_1-07,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_1-07,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_1-07,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_1-07,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_1-08,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_1-08,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_1-08,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_1-08,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-3002_1-08,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_1-08,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_1-08,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_1-08,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
